1qto4hHid1P71emI6Fd8xi,Aventura,6383626.0,77,"['bachata', 'bachata dominicana', 'latin hip hop', 'latin pop', 'trap latino', 'tropical']",us (2)
5R3Hr2cnCCjt220Jmt2xLf,Dillon Francis,1102116.0,66,"['brostep', 'dance pop', 'edm', 'electro house', 'electronic trap', 'electropop', 'house', 'moombahton', 'pop', 'pop dance', 'slap house', 'tropical house']",us (3)
0qSX3s5pJnAlSsgsCne8Cz,Brett Eldredge,1411273.0,63,"['contemporary country', 'country', 'country road', 'modern country rock']",us (4)
5SyGEPymt1G2uto47tVWvZ,MadeinTYO,1008764.0,62,"['atl hip hop', 'hip hop', 'melodic rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop', 'vapor trap', 'viral rap']",us (5)
4yBK75WVCQXej1p04GWqxH,Jeezy,2206605.0,69,"['atl hip hop', 'crunk', 'dirty south rap', 'gangster rap', 'hip hop', 'old school atlanta hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",us (1)
3GBPw9NK25X1Wt2OUvOwY3,Jack Johnson,3465265.0,75,['neo mellow'],us (2)
3CjlHNtplJyTf9npxaPl5w,CHVRCHES,1314107.0,64,"['electropop', 'metropopolis', 'neo-synthpop', 'shimmer pop']",us (1)
0Cp8WN4V8Tu4QJQwCN5Md4,BENEE,716796.0,67,"['alt z', 'nz pop', 'pop']",us (1)
6gK1Uct5FEdaUWRWpU4Cl2,Petit Biscuit,921835.0,63,['tropical house'],us (1)
46pWGuE3dSwY3bMMXGBvVS,Rema,1108392.0,77,['nigerian pop'],us (1)
1l8Fu6IkuTP0U5QetQJ5Xt,Fifth Harmony,14789933.0,68,"['dance pop', 'girl group', 'pop', 'post-teen pop', 'talent show', 'uk pop']",us (11)
6bmlMHgSheBauioMgKv2tn,Powfu,1098324.0,71,['sad rap'],us (1)
25u4wHJWxCA9vO0CzxAbK7,Lukas Graham,1966327.0,71,"['danish pop', 'pop', 'scandipop']",us (2)
6aZyMrc4doVtZyKNilOmwu,Colbie Caillat,2389354.0,67,"['dance pop', 'neo mellow', 'pop', 'pop rock']",us (1)
5Rl15oVamLq7FbSb0NNBNy,5 Seconds of Summer,8814633.0,78,"['boy band', 'dance pop', 'pop', 'post-teen pop', 'uk pop']",us (19)
5338fdSzGNOFD4cxAxDTeq,Aaron Carter,277963.0,44,"['europop', 'post-teen pop']",us (1)
1Ffb6ejR6Fe5IamqA5oRUF,Bring Me The Horizon,4421272.0,77,"['melodic metalcore', 'metalcore', 'rock', 'uk metalcore']",us (2)
1cNDP5yjU5vjeR8qMf4grg,YNW Melly,7972030.0,73,"['melodic rap', 'trap']",us (8)
3jAZsSIIA8HLjxR99biJyx,Cico P,20379.0,49,['pop rap'],us (1)
2JLqTvFXmC87BksiCsBezV,Matt Terry,125121.0,43,"['talent show', 'uk pop']",us (1)
6trIghKwHRUyxwvm66HLHH,Fousheé,151358.0,64,['indie r&b'],us (1)
66W9LaWS0DPdL7Sz8iYGYe,JP Saxe,369684.0,67,"['alt z', 'canadian contemporary r&b', 'neo mellow', 'pop', 'uk pop']",us (1)
15NtJjjHRFybdNSMyM9smT,Nevada,14744.0,48,['eurodance'],us (1)
6PH3FLQAxtqYy46Zv08bpV,Ivan Cornejo,469015.0,73,['nueva musica mexicana'],us (3)
1YfEcTuGvBQ8xSD1f53UnK,Busta Rhymes,2184776.0,71,"['east coast hip hop', 'hardcore hip hop', 'hip hop', 'hip pop', 'pop rap', 'rap']",us (1)
7c0XG5cIJTrrAgEC3ULPiq,Ty Dolla $ign,4339428.0,81,"['dance pop', 'hip hop', 'pop', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'trap soul', 'urban contemporary']",us (18)
7Lk9V7E1u5gqSHmtcKlOqH,Sara Kays,335778.0,62,"['alt z', 'gen z singer-songwriter', 'indie pop', 'modern indie pop', 'pop']",us (1)
6sFIWsNpZYqfjUpaCgueju,Carly Rae Jepsen,5136375.0,71,"['canadian pop', 'dance pop', 'electropop', 'pop', 'post-teen pop', 'uk pop']",us (4)
32WkQRZEVKSzVAAYqukAEA,Lady A,3615627.0,68,"['contemporary country', 'country', 'country dawn', 'country pop', 'country road', 'neo mellow', 'pop']",us (2)
4tZwfgrHOc3mvqYlEYSvVi,Daft Punk,8876613.0,80,"['electro', 'filter house']",us (13)
